_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Gate-1 Discharge (cusec),Gate-2 Discharge (cusec),Gate-3 Discharge (cusec),Gate-4 Discharge (cusec),Gate-5 Discharge (cusec),Gate-6 Discharge (cusec),Gate-7 Discharge (cusec),Gate-8 Discharge (cusec),Gate-9 Discharge (cusec),Gate-10 Discharge (cusec),Gate-11 Discharge (cusec),Gate-12 Discharge (cusec),Gate-13 Discharge (cusec),Gate-14 Discharge (cusec),Gate-15 Discharge (cusec),Gate-16 Discharge (cusec),Gate-17 Discharge (cusec),Gate-18 Discharge (cusec),Gate-19 Discharge (cusec),Gate-20 Discharge (cusec),Gate-21 Discharge (cusec),Gate-22 Discharge (cusec),Gate-23 Discharge (cusec),Gate-24 Discharge (cusec),Gate-25 Discharge (cusec),Gate-26 Discharge (cusec),Gate-27 Discharge (cusec),Gate-28 Discharge (cusec),Gate-29 Discharge (cusec),Gate-30 Discharge (cusec),Gate-31 Discharge (cusec),Gate-32 Discharge (cusec),Gate-33 Discharge (cusec),Gate-34 Discharge (cusec),Gate-35 Discharge (cusec),Gate-36 Discharge (cusec),Gate-37 Discharge (cusec),Gate-38 Discharge (cusec),Gate-39 Discharge (cusec),Gate-40 Discharge (cusec),Gate-41 Discharge (cusec),Gate-42 Discharge (cusec),Gate-43 Discharge (cusec),Gate-44 Discharge (cusec),Gate-45 Discharge (cusec),Gate-46 Discharge (cusec),Gate-47 Discharge (cusec),Gate-48 Discharge (cusec),Gate-49 Discharge (cusec),Gate-50 Discharge (cusec)
714,714,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-05-2026 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
715,715,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-05-2026 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
716,716,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-05-2026 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
717,717,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-05-2026 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
718,718,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,12-05-2026 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
719,719,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
720,720,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
721,721,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
722,722,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
723,723,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
724,724,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
725,725,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
726,726,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
727,727,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
728,728,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
729,729,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
730,730,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
731,731,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
732,732,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
733,733,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
734,734,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
735,735,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
736,736,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
737,737,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
738,738,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,13-05-2026 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
739,739,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,14-05-2026 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
740,740,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,14-05-2026 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
741,741,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,14-05-2026 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
742,742,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,14-05-2026 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
743,743,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,14-05-2026 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
744,744,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,14-05-2026 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
745,745,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,14-05-2026 08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
746,746,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,14-05-2026 09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
747,747,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,14-05-2026 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
748,748,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,14-05-2026 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
749,749,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,14-05-2026 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
750,750,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,14-05-2026 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
751,751,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,18-05-2026 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
752,752,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,18-05-2026 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
753,753,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,18-05-2026 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
754,754,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,18-05-2026 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
755,755,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,18-05-2026 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
756,756,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,18-05-2026 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
757,757,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,18-05-2026 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
758,758,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,18-05-2026 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
759,759,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,18-05-2026 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
760,760,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,19-05-2026 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
761,761,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,19-05-2026 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
762,762,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,19-05-2026 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
763,763,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,19-05-2026 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
764,764,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,19-05-2026 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
765,765,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,19-05-2026 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
766,766,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,19-05-2026 07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
767,767,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,19-05-2026 08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
768,768,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,19-05-2026 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
769,769,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,19-05-2026 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
770,770,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,19-05-2026 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
771,771,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,19-05-2026 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
772,772,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,19-05-2026 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
773,773,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,19-05-2026 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
774,774,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,19-05-2026 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
775,775,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,19-05-2026 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
776,776,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,19-05-2026 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
777,777,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,19-05-2026 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
778,778,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,20-05-2026 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
779,779,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,20-05-2026 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
780,780,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,20-05-2026 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
781,781,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,20-05-2026 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
782,782,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,20-05-2026 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
783,783,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,20-05-2026 07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
784,784,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,20-05-2026 08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
785,785,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,20-05-2026 09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
786,786,Flood Flow Canal Head Regulator,Telangana SW,36,Telangana,516,NIZAMABAD,-,-,-,-,-,-,-,-,-,18.91368898,78.34351872,20-05-2026 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
